dataset_id,size,number_of_classes,number_of_literals,number_of_entities,number_of_properties,number_of_connections,number_of_connected_vertices,average_literals_per_vertex,relevance
65561,13063,15,165,15,195,30,16,11.0,0.0
65566,58949,120,696,120,936,240,121,5.8,0.0
6557,117378,61,1267,61,1412,145,86,15.083,0.0
65574,28750,55,271,55,381,110,56,4.927,0.0
65575,45570,0,534,0,623,89,90,6.0,0.0
65576,29273,62,296,62,420,124,63,4.774,0.5
65579,2002,5,5,5,15,10,6,1.0,0.0
6558,57511,0,1140,0,1254,114,115,10.0,0.0
65581,91184,126,1134,126,1386,252,127,9.0,0.0
65582,186640,662,662,662,1986,1324,663,1.0,0.0
65584,43782,60,540,60,660,120,61,9.0,0.0
65585,49452,61,610,61,732,122,62,10.0,0.5
65586,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65587,64612,61,690,61,812,122,62,11.311,0.0
6559,276463,0,3500,0,4000,500,501,7.0,0.0
65591,635203,651,7789,651,9091,1302,652,11.965,0.0
65593,146204,274,1914,274,2462,548,275,6.985,0.0
65594,102180,126,1260,126,1512,252,127,10.0,0.0
65595,4772,15,15,15,45,30,16,1.0,0.0
65596,27745,65,259,65,389,130,66,3.985,0.0
65597,109099,243,1204,243,1690,486,244,4.955,0.0
65599,31145,60,300,60,420,120,61,5.0,0.0
6560,10295,0,110,0,126,16,17,6.875,0.0
65600,68901,243,243,243,729,486,244,1.0,0.0
65603,277617,1000,1000,1000,3000,2000,1001,1.0,0.5
65604,17005,34,170,34,238,68,35,5.0,0.5
65605,47685,60,540,60,660,120,61,9.0,0.0
65606,179784,261,2020,261,2542,522,262,7.739,0.0
65609,81340,139,822,139,1100,278,140,5.914,0.0
6561,543185,500,10509,500,11509,1000,501,21.018,0.0
65612,60557,93,697,93,883,186,94,7.495,0.0
65617,77480,138,816,138,1092,276,139,5.913,0.0
65618,555237,1000,6000,1000,8000,2000,1001,6.0,0.0
6562,43166,105,525,105,735,210,106,5.0,0.5
65621,543926,1000,7626,1000,9626,2000,1001,7.626,0.5
65622,14106,48,48,48,144,96,49,1.0,0.0
65624,39232,65,378,65,508,130,66,5.815,0.0
65627,771146,1000,11000,1000,13000,2000,1001,11.0,0.0
65628,17237,60,60,60,180,120,61,1.0,0.0
6563,305567,0,4000,0,4500,500,501,8.0,0.0
65630,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65631,67135,124,868,124,1116,248,125,7.0,0.0
65632,24215,52,247,52,351,104,53,4.75,1.0
65636,4148,7,35,7,49,14,8,5.0,0.0
65638,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
6564,331560,175,6825,175,7175,350,176,39.0,0.0
65644,14106,48,48,48,144,96,49,1.0,0.0
6566,32189,0,300,0,375,75,76,4.0,0.0
65661,95841,0,1180,0,1376,196,197,6.02,0.6666666666666666
65662,15230,52,52,52,156,104,53,1.0,0.0
65663,23289,48,288,48,384,96,49,6.0,0.0
65664,40593,97,485,97,679,194,98,5.0,0.0
65668,16970,33,201,33,267,66,34,6.091,0.0
6567,315119,0,4500,0,5000,500,501,9.0,0.0
65670,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65672,2170,3,15,3,21,6,4,5.0,0.0
65675,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65677,66317,136,816,136,1088,272,137,6.0,0.0
6568,6010,0,66,0,78,12,13,5.5,0.0
65680,39635,62,496,62,620,124,63,8.0,0.0
65681,169896,182,2184,182,2548,364,183,12.0,0.5
65682,70831,156,624,156,936,312,157,4.0,0.0
65683,9048,30,30,30,90,60,31,1.0,0.0
65684,31557,62,372,62,496,124,63,6.0,0.0
65686,537841,1000,7000,1000,9000,2000,1001,7.0,0.0
65687,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65689,91980,171,1188,171,1530,342,172,6.947,0.0
6569,145504,259,1813,259,2331,518,260,7.0,0.0
65692,7212,15,60,15,90,30,16,4.0,0.0
65693,35519,126,126,126,378,252,127,1.0,0.0
65697,13636,47,47,47,141,94,48,1.0,0.0
65698,33857,120,120,120,360,240,121,1.0,0.0
65699,1012357,1000,13006,1000,15006,2000,1001,13.006,0.0
6570,493501,0,11790,0,12183,393,394,30.0,0.0
65700,2975,5,25,5,35,10,6,5.0,0.0
65701,5938,15,45,15,75,30,16,3.0,0.0
65702,16406,57,57,57,171,114,58,1.0,0.0
65706,162970,170,1651,170,2064,413,243,9.712,0.0
65707,27295,44,308,44,396,88,45,7.0,0.0
65709,33597,46,635,46,727,92,47,13.804,0.0
6571,170221,0,2619,0,2910,291,292,9.0,1.0
65710,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65711,27486,97,97,97,291,194,98,1.0,0.0
65712,27924,48,390,48,486,96,49,8.125,0.0
65716,7265,24,24,24,72,48,25,1.0,0.0
65719,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
6572,184734,0,3570,0,3780,210,211,17.0,0.0
65722,884729,1000,14662,1000,16662,2000,1001,14.662,0.0
65723,6379,12,60,12,84,24,13,5.0,0.0
65724,121943,438,438,438,1314,876,439,1.0,0.0
65728,14106,48,48,48,144,96,49,1.0,0.0
65729,93459,242,726,242,1210,484,243,3.0,0.0
6573,136947,0,1129,0,1468,339,340,3.33,0.0
65731,36024,126,126,126,378,252,127,1.0,0.0
65739,43208,75,510,75,660,150,76,6.8,0.0
65740,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65743,8650,29,29,29,87,58,30,1.0,0.0
65745,47445,0,588,0,686,98,99,6.0,0.0
65747,26303,48,328,48,424,96,49,6.833,0.0
6575,361361,500,7130,500,8130,1000,501,14.26,0.0
65750,3305,6,30,6,42,12,7,5.0,0.0
65751,22388,48,240,48,336,96,49,5.0,0.0
65752,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65753,54639,0,570,0,665,95,96,6.0,0.0
65755,23054,81,81,81,243,162,82,1.0,0.0
6576,181023,0,2252,0,2452,200,201,11.26,0.5
65760,9204,31,31,31,93,62,32,1.0,0.0
65762,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65763,1309010,1000,18000,1000,20000,2000,1001,18.0,0.0
65764,3342,6,24,6,36,12,7,4.0,0.0
65765,22997,60,240,60,360,120,61,4.0,0.0
65767,73191,262,262,262,786,524,263,1.0,0.0
65768,16354,56,56,56,168,112,57,1.0,0.0
65769,23885,84,84,84,252,168,85,1.0,0.0
6577,105578,0,1240,0,1395,155,156,8.0,0.0
65770,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65772,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65775,478966,0,4000,0,5000,1000,1001,4.0,0.0
65777,15575,54,54,54,162,108,55,1.0,0.0
65778,13636,47,47,47,141,94,48,1.0,0.0
65779,17237,60,60,60,180,120,61,1.0,0.0
6578,284056,500,3572,500,4572,1000,501,7.144,0.5
65780,16683,58,58,58,174,116,59,1.0,0.0
65781,16406,57,57,57,171,114,58,1.0,0.0
65785,33944,55,390,55,500,110,56,7.091,0.0
65787,178652,192,2285,192,2669,384,193,11.901,0.0
6579,89624,88,1408,88,1584,176,89,16.0,0.0
65791,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65792,4316,6,42,6,54,12,7,7.0,0.0
65796,5307,0,40,0,50,10,11,4.0,0.0
65797,5564,6,66,6,78,12,7,11.0,0.0
65799,68901,243,243,243,729,486,244,1.0,0.0
6580,571483,0,8855,0,9240,385,386,23.0,0.0
65800,3397,5,30,5,40,10,6,6.0,0.0
65801,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65804,15134,38,114,38,190,76,39,3.0,0.0
65805,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65814,418759,1000,4000,1000,6000,2000,1001,4.0,0.0
65815,95566,61,581,61,737,156,86,9.525,0.0
65816,3941,12,12,12,36,24,13,1.0,0.0
65818,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65819,17875,29,164,29,222,58,30,5.655,0.0
6582,9850,0,107,0,123,16,17,6.688,0.0
65820,75803,0,922,0,1041,119,120,7.748,0.0
65821,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65822,82527,144,964,144,1252,288,145,6.694,0.0
65823,36023,70,459,70,599,140,71,6.557,0.0
65824,36024,126,126,126,378,252,127,1.0,0.0
65826,2556,7,7,7,21,14,8,1.0,0.0
65827,114187,410,410,410,1230,820,411,1.0,0.0
6583,31064,0,320,0,400,80,81,4.0,0.0
65831,39752,14,868,14,896,28,15,62.0,0.0
65832,10486,27,81,27,135,54,28,3.0,0.0
65834,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65835,1787,3,9,3,15,6,4,3.0,0.0
65836,49817,91,637,91,819,182,92,7.0,0.5
65837,2632,5,20,5,30,10,6,4.0,0.0
65838,15413,37,111,37,185,74,38,3.0,0.0
65839,13626,27,162,27,216,54,28,6.0,0.0
6584,125287,197,1143,197,1537,394,198,5.802,0.0
65844,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65845,4271,13,13,13,39,26,14,1.0,0.0
65848,2291,4,16,4,24,8,5,4.0,0.0
6585,309157,0,4000,0,4500,500,501,8.0,0.0
65851,3110,9,9,9,27,18,10,1.0,0.0
65853,183549,651,651,651,1953,1302,652,1.0,0.0
65854,87318,313,313,313,939,626,314,1.0,0.0
65855,37735,134,134,134,402,268,135,1.0,0.0
65856,2617,5,20,5,30,10,6,4.0,0.0
6586,558146,500,10369,500,11369,1000,501,20.738,0.0
65860,8789,18,72,18,108,36,19,4.0,0.0
65861,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65863,2556,7,7,7,21,14,8,1.0,0.0
65864,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65865,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65866,19453,68,68,68,204,136,69,1.0,0.0
65867,14949,51,51,51,153,102,52,1.0,0.0
6587,4006,0,36,0,42,6,7,6.0,0.0
65870,62098,97,1067,97,1261,194,98,11.0,0.75
65872,115828,410,410,410,1230,820,411,1.0,0.0
65876,25502,45,270,45,360,90,46,6.0,0.0
65877,3147,9,9,9,27,18,10,1.0,0.0
65878,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65879,27486,97,97,97,291,194,98,1.0,0.75
6588,516623,0,9000,0,9500,500,501,18.0,0.0
65880,15021,52,52,52,156,104,53,1.0,0.0
65881,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65883,39120,139,139,139,417,278,140,1.0,0.0
65886,3387,10,10,10,30,20,11,1.0,0.0
65887,11095,19,142,19,180,38,20,7.474,0.0
65888,6157,20,20,20,60,40,21,1.0,0.0
65893,348617,1000,2000,1000,4000,2000,1001,2.0,0.0
65894,27209,96,96,96,288,192,97,1.0,0.0
65896,850278,1000,12000,1000,14000,2000,1001,12.0,0.0
65897,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
6590,455244,0,8186,0,8686,500,501,16.372,0.0
65902,15852,55,55,55,165,110,56,1.0,0.0
65905,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65906,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65908,68770,146,876,146,1168,292,147,6.0,0.0
65909,4490,7,41,7,55,14,8,5.857,0.0
6591,3337120,0,30262,0,30762,500,501,60.524,0.0
65911,23945,45,270,45,360,90,46,6.0,0.0
65912,2833,8,8,8,24,16,9,1.0,0.0
65914,40072,84,504,84,672,168,85,6.0,0.0
65915,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65916,24725,52,312,52,416,104,53,6.0,0.0
65917,18068,63,63,63,189,126,64,1.0,0.0
65919,772746,1000,12000,1000,14000,2000,1001,12.0,0.0
65920,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65922,4495,14,14,14,42,28,15,1.0,0.0
65923,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65924,38903,95,285,95,475,190,96,3.0,0.0
65925,163493,588,588,588,1764,1176,589,1.0,0.0
65926,9481,32,32,32,96,64,33,1.0,0.0
65931,7265,24,24,24,72,48,25,1.0,0.0
65932,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65934,249584,886,886,886,2658,1772,887,1.0,0.0
65935,14095,15,120,15,150,30,16,8.0,0.0
65936,5148,10,50,10,70,20,11,5.0,0.0
65937,16683,58,58,58,174,116,59,1.0,0.0
65939,27763,98,98,98,294,196,99,1.0,0.0
6594,32433,0,408,0,459,51,52,8.0,0.0
65942,2279,6,6,6,18,12,7,1.0,0.0
65943,27186,72,216,72,360,144,73,3.0,0.0
65944,5603,18,18,18,54,36,19,1.0,0.0
65949,520725,1000,7000,1000,9000,2000,1001,7.0,0.0
65950,33857,120,120,120,360,240,121,1.0,0.0
65951,33857,120,120,120,360,240,121,1.0,0.0
65953,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65955,85933,308,308,308,924,616,309,1.0,0.0
65956,4959,11,44,11,66,22,12,4.0,0.0
65957,670933,0,9000,0,10000,1000,1001,9.0,0.0
65958,56256,198,198,198,594,396,199,1.0,0.0
65959,5603,18,18,18,54,36,19,1.0,0.0
6596,10302,0,189,0,194,5,6,37.8,1.0
65960,1461,3,3,3,9,6,4,1.0,0.0
65961,4811,12,36,12,60,24,13,3.0,0.0
65963,98737,260,780,260,1300,520,261,3.0,0.0
65964,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65966,2556,7,7,7,21,14,8,1.0,0.5
65968,703738,1000,6946,1000,8946,2000,1001,6.946,0.0
65969,17237,60,60,60,180,120,61,1.0,0.0
65970,27875,97,97,97,291,194,98,1.0,0.0
65973,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65974,548512,1000,6000,1000,8000,2000,1001,6.0,0.0
65975,68728,76,914,76,1066,152,77,12.026,0.0
65976,4279,5,45,5,55,10,6,9.0,0.0
65978,3347,5,35,5,45,10,6,7.0,0.0
6598,70716,0,1344,0,1428,84,85,16.0,0.0
65980,15852,55,55,55,165,110,56,1.0,0.0
65984,33857,120,120,120,360,240,121,1.0,0.0
65986,37735,134,134,134,402,268,135,1.0,0.0
65989,25824,91,91,91,273,182,92,1.0,0.0
65991,16735,32,189,32,253,64,33,5.906,0.0
65992,3664,11,11,11,33,22,12,1.0,0.0
65993,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
65994,93751,119,1308,119,1546,238,120,10.992,0.0
65995,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
65996,28156,98,98,98,294,196,99,1.0,0.0
65997,916826,1000,6000,1000,8000,2000,1001,6.0,0.0
65998,25854,61,244,61,366,122,62,4.0,0.0
65999,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66,44966,182,458,182,776,318,186,3.343,0.0
6600,1454001,500,19673,500,20673,1000,501,39.346,0.0
66000,10744,19,114,19,152,38,20,6.0,0.0
66007,8373,28,28,28,84,56,29,1.0,0.0
66008,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66009,8373,28,28,28,84,56,29,1.0,0.0
6601,622620,0,15000,0,15500,500,501,30.0,0.0
66010,25270,89,89,89,267,178,90,1.0,0.0
66011,5787,11,55,11,77,22,12,5.0,0.0
66012,3904,7,35,7,49,14,8,5.0,0.0
66013,38289,136,136,136,408,272,137,1.0,0.0
66014,5318,10,49,10,69,20,11,4.9,0.0
66015,1619,3,9,3,15,6,4,3.0,0.0
66017,92783,99,1384,99,1582,198,100,13.98,0.0
66018,16129,56,56,56,168,112,57,1.0,0.0
6602,289307,0,5000,0,5500,500,501,10.0,0.0
66020,3664,11,11,11,33,22,12,1.0,0.0
66021,55694,196,196,196,588,392,197,1.0,0.0
66022,3072,0,29,0,34,5,6,5.8,0.0
66023,17514,61,61,61,183,122,62,1.0,0.0
66025,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66026,29702,105,105,105,315,210,106,1.0,0.0
66028,10953,20,140,20,180,40,21,7.0,0.0
66029,23941,83,83,83,249,166,84,1.0,0.0
6603,1265805,0,13882,0,14188,306,307,45.366,0.0
66031,16073,55,55,55,165,110,56,1.0,0.0
66032,9481,32,32,32,96,64,33,1.0,0.0
66034,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66035,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66036,20007,70,70,70,210,140,71,1.0,0.0
66037,56571,202,202,202,606,404,203,1.0,0.0
6604,88282,0,1568,0,1666,98,99,16.0,0.5
66041,13636,47,47,47,141,94,48,1.0,0.0
66042,23608,83,83,83,249,166,84,1.0,0.0
66044,26932,95,95,95,285,190,96,1.0,0.0
66045,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66046,348617,1000,2000,1000,4000,2000,1001,2.0,0.0
6605,242539,0,4198,0,4420,222,223,18.91,0.5
66050,176235,634,634,634,1902,1268,635,1.0,0.0
66051,2023,5,5,5,15,10,6,1.0,0.0
66052,3664,11,11,11,33,22,12,1.0,0.0
66053,26033,72,216,72,360,144,73,3.0,0.0
66056,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66057,35519,126,126,126,378,252,127,1.0,0.0
66058,3567,4,40,4,48,8,5,10.0,0.0
66059,4422,9,45,9,63,18,10,5.0,0.0
6606,652805,0,9500,0,10000,500,501,19.0,0.0
66061,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66062,51760,182,182,182,546,364,183,1.0,0.0
66063,40505,144,144,144,432,288,145,1.0,0.0
66064,15575,54,54,54,162,108,55,1.0,0.0
66065,2279,6,6,6,18,12,7,1.0,0.0
66066,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66067,33767,77,314,77,468,154,78,4.078,0.0
66068,26465,72,216,72,360,144,73,3.0,0.0
66069,2641596,1000,22115,1000,24115,2000,1001,22.115,1.0
6607,353699,0,5500,0,6000,500,501,11.0,0.0
66070,55789,111,444,111,666,222,112,4.0,0.0
66071,2556,7,7,7,21,14,8,1.0,0.0
66072,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66073,2279,6,6,6,18,12,7,1.0,0.0
66074,114142,404,404,404,1212,808,405,1.0,0.0
66075,462257,1000,5000,1000,7000,2000,1001,5.0,0.0
66076,27486,97,97,97,291,194,98,1.0,0.5
66077,2417,5,15,5,25,10,6,3.0,0.0
66078,16406,57,57,57,171,114,58,1.0,0.0
66079,13359,46,46,46,138,92,47,1.0,0.0
6608,425423,0,8445,0,8945,500,501,16.89,0.0
66080,51031,182,182,182,546,364,183,1.0,0.0
66081,615256,39,156,39,234,78,40,4.0,0.0
66082,158259,561,561,561,1683,1122,562,1.0,0.0
66083,20458,42,198,42,282,84,43,4.714,0.0
66084,27486,97,97,97,291,194,98,1.0,1.0
66085,944589,1000,12991,1000,14991,2000,1001,12.991,0.0
66087,3110,9,9,9,27,18,10,1.0,0.0
66088,26932,95,95,95,285,190,96,1.0,0.0
66089,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
6609,82705,0,1008,0,1120,112,113,9.0,0.0
66090,396864,1000,3000,1000,5000,2000,1001,3.0,0.0
66091,121167,429,429,429,1287,858,430,1.0,0.0
66093,6607,13,51,13,77,26,14,3.923,0.0
66094,265162,339,4294,339,4972,678,340,12.667,0.0
66095,7153408,530,5264,530,6324,1060,531,9.932,0.0
66096,54909,196,196,196,588,392,197,1.0,0.0
66097,24716,87,87,87,261,174,88,1.0,0.0
6610,298381,469,4221,469,5159,938,470,9.0,0.0
66100,27486,97,97,97,291,194,98,1.0,0.0
66101,13636,47,47,47,141,94,48,1.0,0.0
66103,20563,30,270,30,330,60,31,9.0,0.0
66104,23507,47,282,47,376,94,48,6.0,0.0
66105,9233,24,72,24,120,48,25,3.0,0.0
66106,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66107,18450,48,144,48,240,96,49,3.0,0.0
66108,13636,47,47,47,141,94,48,1.0,0.0
66109,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
6611,1123097,0,17000,0,17500,500,501,34.0,0.0
66110,13636,47,47,47,141,94,48,1.0,0.0
66112,3110,9,9,9,27,18,10,1.0,0.0
66113,35519,126,126,126,378,252,127,1.0,0.0
66114,2345957,1000,22092,1000,24092,2000,1001,22.092,0.0
66115,3664,11,11,11,33,22,12,1.0,0.0
66116,39434,105,315,105,525,210,106,3.0,0.0
66117,3724,8,26,8,42,16,9,3.25,0.0
66118,16682,22,154,22,242,88,67,7.0,0.0
66119,325773,962,1924,962,3848,1924,963,2.0,0.0
6612,1799047,0,23000,0,23500,500,501,46.0,0.0
66120,108647,390,390,390,1170,780,391,1.0,0.0
66121,5223,8,55,8,71,16,9,6.875,0.0
66122,19824,0,245,0,280,35,36,7.0,0.0
66124,40505,144,144,144,432,288,145,1.0,0.0
66125,5815,10,60,10,80,20,11,6.0,0.0
66126,12982,44,44,44,132,88,45,1.0,0.0
66127,56571,202,202,202,606,404,203,1.0,0.0
66129,25270,89,89,89,267,178,90,1.0,0.0
6613,257314,0,3377,0,3877,500,501,6.754,0.0
66130,41082,144,144,144,432,288,145,1.0,0.0
66131,5909,12,58,12,82,24,13,4.833,0.0
66133,34134,121,121,121,363,242,122,1.0,0.0
66134,1448,3,3,3,9,6,4,1.0,0.0
66135,4368,8,37,8,53,16,9,4.625,0.0
66136,24993,88,88,88,264,176,89,1.0,0.0
66137,3428,10,10,10,30,20,11,1.0,0.0
66138,45175,111,333,111,555,222,112,3.0,0.0
66139,29897,72,288,72,432,144,73,4.0,0.0
66140,121167,429,429,429,1287,858,430,1.0,0.0
66141,33694,77,318,77,472,154,78,4.13,0.0
66142,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66144,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66145,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66146,27875,97,97,97,291,194,98,1.0,0.0
66147,18345,64,64,64,192,128,65,1.0,0.0
66148,56571,202,202,202,606,404,203,1.0,0.0
66149,17237,60,60,60,180,120,61,1.0,0.0
6615,3900,0,36,0,45,9,10,4.0,0.0
66150,8767,29,29,29,87,58,30,1.0,0.0
66152,16683,58,58,58,174,116,59,1.0,0.0
66153,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66156,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66157,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66158,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66160,98098,184,1277,184,1645,368,185,6.94,0.0
66164,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66166,8840,14,70,14,98,28,15,5.0,0.0
6617,33832,0,408,0,459,51,52,8.0,0.0
66171,19467,24,288,24,336,48,25,12.0,0.0
66172,4552,14,14,14,42,28,15,1.0,0.0
66173,5477,10,60,10,80,20,11,6.0,0.0
66175,77612,274,274,274,822,548,275,1.0,0.0
66176,8927,30,30,30,90,60,31,1.0,0.0
66177,1325000,1000,26000,1000,28000,2000,1001,26.0,0.0
66178,24993,88,88,88,264,176,89,1.0,0.0
66179,6199,13,52,13,78,26,14,4.0,0.0
66181,3453009,1000,12386,1000,14386,2000,1001,12.386,0.0
66184,3574,5,30,5,40,10,6,6.0,0.0
66185,4833,15,15,15,45,30,16,1.0,0.0
66186,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66187,2117,4,12,4,20,8,5,3.0,0.0
66188,2002,5,5,5,15,10,6,1.0,0.0
66189,40505,144,144,144,432,288,145,1.0,0.0
6619,365134,0,7140,0,7560,420,421,17.0,0.0
66190,243278,0,2299,0,2874,575,576,3.998,0.0
66191,35519,126,126,126,378,252,127,1.0,0.0
66193,961436,1000,15992,1000,17992,2000,1001,15.992,1.0
66194,5049,16,16,16,48,32,17,1.0,0.0
66195,11259,14,140,14,168,28,15,10.0,0.0
66197,54909,196,196,196,588,392,197,1.0,0.0
66198,26823,72,216,72,360,144,73,3.0,0.0
66199,61795,181,362,181,724,362,182,2.0,0.0
6620,458750,0,8500,0,9000,500,501,17.0,0.0
66200,26915,54,378,54,486,108,55,7.0,0.0
66205,16683,58,58,58,174,116,59,1.0,0.0
66207,108370,389,389,389,1167,778,390,1.0,0.0
66209,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
6621,2286996,0,27999,0,28499,500,501,55.998,0.0
66211,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66213,17895,30,183,30,243,60,31,6.1,0.0
66214,29964,72,288,72,432,144,73,4.0,0.0
66215,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66216,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66217,6238,9,63,9,81,18,10,7.0,0.0
66218,27105,72,216,72,360,144,73,3.0,0.0
66219,32681,60,420,60,540,120,61,7.0,0.0
6622,420204,0,4903,0,5403,500,501,9.806,0.0
66220,22506,58,174,58,290,116,59,3.0,0.0
66221,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66222,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66223,21771,42,294,42,378,84,43,7.0,0.0
66224,17759,61,61,61,183,122,62,1.0,0.0
66225,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66227,112525,404,404,404,1212,808,405,1.0,0.0
66229,26344,61,244,61,366,122,62,4.0,0.0
66231,54909,196,196,196,588,392,197,1.0,0.0
66232,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66235,25939,72,216,72,360,144,73,3.0,0.0
66236,12251,42,42,42,126,84,43,1.0,0.0
66237,26378,93,93,93,279,186,94,1.0,0.0
66238,29116,72,288,72,432,144,73,4.0,0.0
6624,559942,0,8919,0,9378,459,460,19.431,0.0
66242,26428,72,216,72,360,144,73,3.0,0.0
66244,56571,202,202,202,606,404,203,1.0,0.0
66245,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66246,2304,6,6,6,18,12,7,1.0,0.0
66247,2002,5,5,5,15,10,6,1.0,0.0
66248,3333,5,30,5,40,10,6,6.0,0.0
6625,5339,5,85,5,95,10,6,17.0,0.0
66253,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66254,84412,148,1036,148,1332,296,149,7.0,0.0
66256,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
6626,382449,0,8002,0,8502,500,501,16.004,0.0
66260,909082,1000,15536,1000,17536,2000,1001,15.536,0.0
66261,1091218,1000,14141,1000,16141,2000,1001,14.141,0.0
66262,2002,5,5,5,15,10,6,1.0,1.0
66264,4621,9,36,9,54,18,10,4.0,0.0
6627,507054,0,6000,0,6500,500,501,12.0,0.0
66270,5526,7,51,7,65,14,8,7.286,0.0
66274,25720,72,216,72,360,144,73,3.0,0.0
66275,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
66278,16916,58,58,58,174,116,59,1.0,0.0
66279,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
6628,743836,0,17287,0,17787,500,501,34.574,0.0
66281,1985,3,15,3,21,6,4,5.0,0.0
66282,16916,58,58,58,174,116,59,1.0,0.0
66285,52409,120,600,120,840,240,121,5.0,0.0
66287,158259,561,561,561,1683,1122,562,1.0,0.0
6629,362517,0,6000,0,6500,500,501,12.0,0.0
66292,79598,120,801,120,1041,240,121,6.675,0.0
66293,10035,34,34,34,102,68,35,1.0,0.0
66297,3110,9,9,9,27,18,10,1.0,0.0
66298,45104,61,525,61,647,122,62,8.607,0.0
6630,225200,0,3850,0,4235,385,386,10.0,0.0
66300,2556,7,7,7,21,14,8,1.0,0.0
66305,12251,42,42,42,126,84,43,1.0,1.0
66308,86764,311,311,311,933,622,312,1.0,0.0
66314,67928,243,243,243,729,486,244,1.0,0.0
66319,1696,3,9,3,15,6,4,3.0,0.0
6632,243148,140,2890,140,3218,328,190,15.372,0.0
66320,2815,6,18,6,30,12,7,3.0,0.0
66321,83715,189,756,189,1134,378,190,4.0,0.0
66323,202085,182,1145,182,1509,364,183,6.291,0.0
66325,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
66326,8927,30,30,30,90,60,31,1.0,0.0
